order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-104601,2026-06-13,Central,Raipur,Ultrabook Air 14,Electronics,1,30785.0,30785,CUST-91595,Marketplace
UK-2026-104478,2026-06-22,South,Bengaluru,Electric Kettle 1.5L,Home & Kitchen,1,1118.0,1118,CUST-12186,Website
UK-2026-103378,2026-05-07,East,Kolkata,Beard Grooming Kit,Beauty,1,1000.0,1000,CUST-25651,App
UK-2026-102468,2026-04-11,North,Delhi,Power Bank 20000mAh,Electronics,2,1859.0,3718,CUST-30905,App
UK-2026-100548,2026-01-29,North,Delhi,Wireless Earbuds Pro,Electronics,1,2889.0,2889,CUST-37007,Website
UK-2026-102991,2026-04-04,East,Kolkata,Power Bank 20000mAh,Electronics,2,1741.0,3482,CUST-90989,Website
UK-2026-101295,2026-02-14,West,Mumbai,Ethnic Dupatta,Fashion,4,474.0,1896,CUST-81202,App
UK-2026-104319,2026-06-30,Central,Raipur,Silk Saree,Fashion,1,3415.0,3415,CUST-76624,App
UK-2026-104985,2026-06-17,West,Ahmedabad,Smart Watch X2,Electronics,1,4574.0,4574,CUST-24416,Website
UK-2026-104443,2026-06-19,East,Bhubaneswar,Leather Wallet,Fashion,2,870.0,1740,CUST-74529,Marketplace
UK-2026-100510,2026-01-31,South,Hyderabad,Cycling Helmet,Sports,1,1639.0,1639,CUST-31167,Website
UK-2026-103804,2026-05-26,South,Hyderabad,Ethnic Dupatta,Fashion,1,517.0,517,CUST-31669,Website
UK-2026-103048,2026-04-23,North,Noida,Cotton Bedsheet Set,Home & Kitchen,1,1449.0,1449,CUST-13632,Website
UK-2026-103720,2026-05-31,Central,Indore,43-inch Smart TV,Electronics,1,26365.0,26365,CUST-59269,Website
UK-2026-102386,2026-04-01,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,2857.0,2857,CUST-28440,App
UK-2026-102789,2026-04-11,North,Delhi,Beard Grooming Kit,Beauty,2,1019.0,2038,CUST-67040,App
UK-2026-101640,2026-03-16,South,Hyderabad,Cotton Bedsheet Set,Home & Kitchen,2,1445.0,2890,CUST-94986,Website
UK-2026-100637,2026-01-03,West,Pune,Power Bank 20000mAh,Electronics,3,1781.0,5343,CUST-83321,App
UK-2026-103116,2026-05-23,West,Pune,Cotton Bedsheet Set,Home & Kitchen,1,1425.0,1425,CUST-36070,Website
UK-2026-102885,2026-04-10,North,Noida,Makeup Brush Set,Beauty,1,1361.0,1361,CUST-10356,Marketplace
UK-2026-100536,2026-01-01,West,Surat,Beard Grooming Kit,Beauty,1,1002.0,1002,CUST-11031,Website
UK-2026-102898,2026-04-19,West,Mumbai,Slim Fit Jeans,Fashion,1,1632.0,1632,CUST-85775,Website
UK-2026-101888,2026-03-18,Central,Indore,Ethnic Dupatta,Fashion,2,487.0,974,CUST-38523,App
UK-2026-101383,2026-02-21,West,Surat,Adjustable Dumbbells 15kg,Sports,2,4879.0,9758,CUST-36375,Website
UK-2026-103339,2026-05-12,West,Ahmedabad,Silk Saree,Fashion,1,3521.0,3521,CUST-79381,Marketplace
UK-2026-101541,2026-03-12,North,Chandigarh,Bluetooth Speaker Mini,Electronics,3,1452.0,4356,CUST-42971,Marketplace
UK-2026-101842,2026-03-24,South,Bengaluru,Cycling Helmet,Sports,1,1521.0,1521,CUST-43452,Marketplace
UK-2026-103459,2026-05-22,South,Chennai,Cotton Kurta Set,Fashion,1,1344.0,1344,CUST-60170,Website
UK-2026-100751,2026-02-23,North,Gurugram,Smart Watch X2,Electronics,3,4518.0,13554,CUST-29318,Website
UK-2026-100268,2026-01-26,West,Mumbai,Non-Stick Cookware Set,Home & Kitchen,1,3039.0,3039,CUST-58818,Website
UK-2026-102243,2026-04-06,South,Hyderabad,Silk Saree,Fashion,2,3339.0,6678,CUST-37124,App
UK-2026-101190,2026-02-12,North,Gurugram,Modern Wall Clock,Home & Kitchen,2,768.0,1536,CUST-17466,App
UK-2026-104266,2026-06-08,North,Noida,Cycling Helmet,Sports,1,1607.0,1607,CUST-84736,Website
UK-2026-102837,2026-04-18,East,Kolkata,Denim Jacket,Fashion,1,2245.0,2245,CUST-45152,Website
UK-2026-103261,2026-05-10,North,Noida,Power Bank 20000mAh,Electronics,1,1728.0,1728,CUST-54435,Marketplace
UK-2026-102125,2026-03-02,Central,Bhopal,Bluetooth Speaker Mini,Electronics,1,1451.0,1451,CUST-51156,App
UK-2026-104492,2026-06-07,South,Bengaluru,Ionic Hair Dryer,Beauty,1,1864.0,1864,CUST-53376,App
UK-2026-103477,2026-05-20,Central,Raipur,Bluetooth Speaker Mini,Electronics,1,1454.0,1454,CUST-66969,Marketplace
UK-2026-100942,2026-02-12,North,Chandigarh,Eau de Parfum 100ml,Beauty,1,2062.0,2062,CUST-71221,App
UK-2026-104668,2026-06-18,South,Bengaluru,Foldable Treadmill T2,Sports,1,25200.0,25200,CUST-44999,Website
UK-2026-101358,2026-02-09,North,Chandigarh,Football Size 5,Sports,1,882.0,882,CUST-24275,App
UK-2026-102479,2026-04-28,Central,Raipur,Matte Lipstick Set,Beauty,1,894.0,894,CUST-95312,App
UK-2026-102842,2026-04-26,South,Kochi,Bluetooth Speaker Mini,Electronics,1,1520.0,1520,CUST-49013,Website
UK-2026-104752,2026-06-30,West,Surat,Eau de Parfum 100ml,Beauty,1,2024.0,2024,CUST-56949,Website
UK-2026-103940,2026-05-27,Central,Raipur,Mixer Grinder 750W,Home & Kitchen,1,3411.0,3411,CUST-88029,Website
UK-2026-101340,2026-02-08,East,Patna,Ethnic Dupatta,Fashion,1,478.0,478,CUST-93739,App
UK-2026-101014,2026-02-08,West,Surat,Mirrorless Camera Lite,Electronics,1,28563.0,28563,CUST-57633,Marketplace
UK-2026-100543,2026-01-18,South,Chennai,43-inch Smart TV,Electronics,2,25910.0,51820,CUST-34270,Website
UK-2026-103703,2026-05-26,South,Kochi,Makeup Brush Set,Beauty,1,1327.0,1327,CUST-13036,Marketplace
UK-2026-101678,2026-03-25,North,Noida,Robot Vacuum R7,Home & Kitchen,2,18604.0,37208,CUST-64353,Marketplace
UK-2026-103588,2026-05-06,North,Gurugram,Gym Gloves,Sports,1,504.0,504,CUST-71828,Website
UK-2026-103695,2026-05-27,Central,Bhopal,43-inch Smart TV,Electronics,1,26337.0,26337,CUST-64151,Marketplace
UK-2026-101844,2026-03-22,South,Kochi,Matte Lipstick Set,Beauty,1,891.0,891,CUST-83196,Marketplace
UK-2026-100172,2026-01-10,East,Bhubaneswar,Slim Fit Jeans,Fashion,1,1630.0,1630,CUST-43923,Website
UK-2026-103341,2026-05-04,North,Delhi,Formal Shirt,Fashion,1,1050.0,1050,CUST-22320,Marketplace
UK-2026-100377,2026-01-11,East,Kolkata,Non-Stick Cookware Set,Home & Kitchen,1,2849.0,2849,CUST-97460,Website
UK-2026-103496,2026-05-22,West,Surat,Cotton Kurta Set,Fashion,2,1328.0,2656,CUST-24148,Website
UK-2026-102099,2026-03-04,East,Bhubaneswar,Slim Fit Jeans,Fashion,1,1535.0,1535,CUST-47812,Website
UK-2026-103686,2026-05-15,South,Hyderabad,Cricket Bat English Willow,Sports,1,8964.0,8964,CUST-80180,Website
UK-2026-100263,2026-01-01,South,Bengaluru,Robot Vacuum R7,Home & Kitchen,1,19564.0,19564,CUST-21442,App
UK-2026-103049,2026-04-08,West,Ahmedabad,Mixer Grinder 750W,Home & Kitchen,1,3211.0,3211,CUST-10129,App
UK-2026-100883,2026-02-11,West,Ahmedabad,Non-Stick Cookware Set,Home & Kitchen,1,2926.0,2926,CUST-52405,Website
UK-2026-100033,2026-01-31,West,Ahmedabad,Leather Wallet,Fashion,1,877.0,877,CUST-89581,Marketplace
UK-2026-104528,2026-06-06,West,Ahmedabad,Mirrorless Camera Lite,Electronics,1,28130.0,28130,CUST-22182,Website
UK-2026-104128,2026-06-11,South,Hyderabad,Ultrabook Air 14,Electronics,2,30565.0,61130,CUST-51839,Website
UK-2026-101000,2026-02-01,Central,Raipur,Slim Fit Jeans,Fashion,1,1549.0,1549,CUST-71957,Website
UK-2026-104312,2026-06-30,East,Bhubaneswar,Running Sneakers,Fashion,4,2886.0,11544,CUST-20532,Website
UK-2026-101371,2026-02-09,East,Kolkata,Cricket Bat English Willow,Sports,1,9417.0,9417,CUST-55898,Marketplace
UK-2026-104448,2026-06-17,North,Delhi,Cotton Bedsheet Set,Home & Kitchen,2,1362.0,2724,CUST-26176,App
UK-2026-102305,2026-04-17,South,Chennai,Robot Vacuum R7,Home & Kitchen,2,18623.0,37246,CUST-67586,Website
UK-2026-100651,2026-01-02,North,Gurugram,Beard Grooming Kit,Beauty,1,974.0,974,CUST-65024,Website
UK-2026-103624,2026-05-01,East,Kolkata,Smart Watch X2,Electronics,2,4593.0,9186,CUST-25082,App
UK-2026-100032,2026-01-02,South,Chennai,Cotton Kurta Set,Fashion,1,1280.0,1280,CUST-58111,Marketplace
UK-2026-100132,2026-01-27,East,Guwahati,Power Bank 20000mAh,Electronics,1,1713.0,1713,CUST-71550,App
UK-2026-101520,2026-03-04,North,Chandigarh,Mixer Grinder 750W,Home & Kitchen,2,3293.0,6586,CUST-47901,Website
UK-2026-102548,2026-04-13,West,Pune,43-inch Smart TV,Electronics,1,25708.0,25708,CUST-32180,App
UK-2026-104839,2026-06-30,West,Mumbai,Cricket Bat English Willow,Sports,1,8674.0,8674,CUST-72408,App
UK-2026-101051,2026-02-12,West,Pune,Foldable Treadmill T2,Sports,3,25764.0,77292,CUST-54939,Marketplace
UK-2026-104325,2026-06-19,South,Chennai,Ultrabook Air 14,Electronics,1,30826.0,30826,CUST-56165,Marketplace
UK-2026-101168,2026-02-28,West,Pune,Leather Wallet,Fashion,2,878.0,1756,CUST-36692,App
UK-2026-100064,2026-01-12,East,Guwahati,Slim Fit Jeans,Fashion,4,1644.0,6576,CUST-22637,Website
UK-2026-102725,2026-04-14,North,Gurugram,Formal Shirt,Fashion,1,1074.0,1074,CUST-74352,Website
UK-2026-101925,2026-03-03,West,Mumbai,Mixer Grinder 750W,Home & Kitchen,2,3215.0,6430,CUST-75820,Marketplace
UK-2026-100857,2026-02-11,West,Surat,Formal Shirt,Fashion,1,1100.0,1100,CUST-71550,App
UK-2026-102892,2026-04-10,North,Chandigarh,Power Bank 20000mAh,Electronics,1,1855.0,1855,CUST-67995,Marketplace
UK-2026-100549,2026-01-08,West,Mumbai,Mirrorless Camera Lite,Electronics,2,27742.0,55484,CUST-15419,Website
UK-2026-103991,2026-05-14,South,Kochi,Mixer Grinder 750W,Home & Kitchen,1,3341.0,3341,CUST-43290,App
UK-2026-102845,2026-04-17,Central,Nagpur,Bluetooth Speaker Mini,Electronics,1,1543.0,1543,CUST-99887,Marketplace
UK-2026-101011,2026-02-20,East,Patna,Eau de Parfum 100ml,Beauty,2,2080.0,4160,CUST-28238,App
UK-2026-102970,2026-04-05,West,Ahmedabad,Ethnic Dupatta,Fashion,1,520.0,520,CUST-73605,App
UK-2026-104602,2026-06-28,North,Delhi,Electric Kettle 1.5L,Home & Kitchen,1,1051.0,1051,CUST-92103,Website
UK-2026-100257,2026-01-11,North,Delhi,Ethnic Dupatta,Fashion,1,512.0,512,CUST-49391,App
UK-2026-104139,2026-06-18,South,Bengaluru,Slim Fit Jeans,Fashion,1,1609.0,1609,CUST-68654,App
UK-2026-101741,2026-03-25,South,Bengaluru,Adjustable Dumbbells 15kg,Sports,1,4888.0,4888,CUST-98323,Website
UK-2026-104967,2026-06-26,South,Chennai,Yoga Mat Pro,Sports,2,1167.0,2334,CUST-51934,App
UK-2026-100517,2026-01-01,East,Guwahati,Cotton Kurta Set,Fashion,1,1256.0,1256,CUST-66875,App
UK-2026-103540,2026-05-06,Central,Nagpur,Silk Saree,Fashion,1,3458.0,3458,CUST-40718,Marketplace
UK-2026-103492,2026-05-01,West,Mumbai,Running Sneakers,Fashion,1,2802.0,2802,CUST-18703,App
UK-2026-100493,2026-01-30,North,Noida,Ultrabook Air 14,Electronics,1,29213.0,29213,CUST-57532,Marketplace
UK-2026-102240,2026-03-27,North,Gurugram,Denim Jacket,Fashion,1,2138.0,2138,CUST-86666,App
UK-2026-101941,2026-03-20,South,Hyderabad,Vitamin C Serum,Beauty,1,713.0,713,CUST-61826,Website
UK-2026-102701,2026-04-12,North,Chandigarh,Ionic Hair Dryer,Beauty,1,1923.0,1923,CUST-49927,Website
UK-2026-103273,2026-05-23,North,Chandigarh,Ultrabook Air 14,Electronics,1,30389.0,30389,CUST-64543,App
UK-2026-100135,2026-01-18,South,Kochi,Mirrorless Camera Lite,Electronics,1,28318.0,28318,CUST-66494,Marketplace
UK-2026-103106,2026-05-13,South,Bengaluru,Makeup Brush Set,Beauty,1,1315.0,1315,CUST-45723,App
UK-2026-100635,2026-01-08,West,Surat,Bluetooth Speaker Mini,Electronics,1,1436.0,1436,CUST-13680,Marketplace
UK-2026-102443,2026-04-30,Central,Indore,Bluetooth Speaker Mini,Electronics,2,1475.0,2950,CUST-21971,App
UK-2026-104421,2026-06-10,North,Delhi,Eau de Parfum 100ml,Beauty,1,1957.0,1957,CUST-28238,App
UK-2026-100034,2026-01-25,Central,Bhopal,Bluetooth Speaker Mini,Electronics,2,1488.0,2976,CUST-57650,App
UK-2026-102928,2026-04-15,North,Chandigarh,Football Size 5,Sports,1,892.0,892,CUST-57039,App
UK-2026-101476,2026-03-23,South,Hyderabad,Cricket Bat English Willow,Sports,2,9401.0,18802,CUST-53376,App
UK-2026-100112,2026-01-06,East,Patna,Matte Lipstick Set,Beauty,2,917.0,1834,CUST-98500,App
UK-2026-102257,2019-04-26,North,Delhi,43-inch Smart TV,Electronics,3,26893.0,80679,CUST-50825,Marketplace
UK-2026-100771,2026-02-22,West,Pune,Formal Shirt,Fashion,1,1077.0,1077,CUST-93759,App
UK-2026-104842,2026-06-23,North,Noida,Modern Wall Clock,Home & Kitchen,1,798.0,798,CUST-36119,App
UK-2026-101347,2026-02-13,West,Surat,Beard Grooming Kit,Beauty,2,961.0,1922,CUST-31812,Website
UK-2026-103971,2026-05-09,North,Delhi,Dinner Set 24pc,Home & Kitchen,2,2543.0,5086,CUST-23940,Website
UK-2026-102475,2026-04-30,North,Gurugram,Slim Fit Jeans,Fashion,1,1668.0,1668,CUST-65256,Marketplace
UK-2026-101633,2026-03-19,South,Bengaluru,Ultrabook Air 14,Electronics,1,30494.0,30494,CUST-18161,Marketplace
UK-2026-102664,2026-04-24,South,Kochi,Ethnic Dupatta,Fashion,1,476.0,476,CUST-51096,App
UK-2026-104876,2026-06-08,North,Gurugram,Cotton Bedsheet Set,Home & Kitchen,1,1336.0,1336,CUST-96424,App
UK-2026-100599,2026-01-05,North,Delhi,Bluetooth Speaker Mini,Electronics,1,1538.0,1538,CUST-54166,Website
UK-2026-100662,2026-01-31,North,Chandigarh,Cycling Helmet,Sports,2,1600.0,3200,CUST-38974,App
UK-2026-103635,2026-05-18,West,Mumbai,Power Bank 20000mAh,Electronics,1,1863.0,1863,CUST-75941,App
UK-2026-100022,2026-01-23,North,Delhi,Beard Grooming Kit,Beauty,1,1031.0,1031,CUST-80790,Website
UK-2026-101019,2026-02-14,North,Delhi,Dinner Set 24pc,Home & Kitchen,1,2590.0,2590,CUST-39515,App
UK-2026-100994,2026-02-17,North,Chandigarh,Adjustable Dumbbells 15kg,Sports,1,4787.0,4787,CUST-91910,App
UK-2026-103186,2026-05-31,Central,Nagpur,Formal Shirt,Fashion,1,1123.0,1123,CUST-60664,Website
UK-2026-100708,2026-01-27,East,Patna,Electric Kettle 1.5L,Home & Kitchen,1,1070.0,1070,CUST-92031,Website
UK-2026-100840,2026-02-25,West,Surat,Modern Wall Clock,Home & Kitchen,2,803.0,1606,CUST-16478,App
UK-2026-102624,2026-04-08,South,Kochi,Wireless Earbuds Pro,Electronics,1,2990.0,2990,CUST-95086,App
UK-2026-103668,2026-05-09,East,Guwahati,Ultrabook Air 14,Electronics,2,29481.0,58962,CUST-31345,Website
UK-2026-101038,2026-02-23,East,Guwahati,Running Sneakers,Fashion,1,2838.0,2838,CUST-59952,Website
UK-2026-100769,2026-02-06,South,Hyderabad,Eau de Parfum 100ml,Beauty,3,2008.0,6024,CUST-62781,App
UK-2026-104384,2026-06-14,South,Bengaluru,Ionic Hair Dryer,Beauty,3,1846.0,5538,CUST-47532,Website
UK-2026-104111,2026-06-03,West,Surat,Silk Saree,Fashion,1,3613.0,3613,CUST-52230,App
